"date","number_of_strikes","center_point_geom"
"2018-02-24","31","POINT(-92.2 35.1)"
"2018-02-24","40","POINT(-92.1 35.1)"
"2018-02-24","60","POINT(-91.9 35.1)"
"2018-02-24","107","POINT(-91.8 35.1)"
"2018-02-24","83","POINT(-91.6 35.1)"
"2018-02-24","32","POINT(-91.5 35.1)"
"2018-02-24","93","POINT(-91.4 35.1)"
"2018-02-24","68","POINT(-91.3 35.1)"
"2018-02-24","104","POINT(-91.2 35.1)"
"2018-02-24","184","POINT(-91.1 35.1)"
"2018-02-24","174","POINT(-90.9 35.1)"
"2018-02-24","103","POINT(-90.8 35.1)"
"2018-02-24","45","POINT(-90.7 35.1)"
"2018-02-24","47","POINT(-90.6 35.1)"
"2018-02-24","77","POINT(-90.5 35.1)"
"2018-02-24","49","POINT(-90.4 35.1)"
"2018-02-24","25","POINT(-90.3 35.1)"
"2018-02-24","38","POINT(-90.2 35.1)"
"2018-02-24","63","POINT(-91 35.3)"
"2018-02-24","65","POINT(-90 35.3)"
"2018-02-24","66","POINT(-98.7 35.3)"
"2018-02-24","105","POINT(-98.6 35.3)"
"2018-02-24","41","POINT(-98.5 35.3)"
"2018-02-24","50","POINT(-98.4 35.3)"
"2018-02-24","88","POINT(-98.3 35.3)"
"2018-02-24","57","POINT(-97.9 35.3)"
"2018-02-24","130","POINT(-97.8 35.3)"
"2018-02-24","157","POINT(-97.7 35.3)"
"2018-02-24","126","POINT(-97.6 35.3)"
"2018-02-24","93","POINT(-97.5 35.3)"
"2018-02-24","179","POINT(-97.4 35.3)"
"2018-02-24","56","POINT(-97.3 35.3)"
"2018-02-24","79","POINT(-97.2 35.3)"
"2018-02-24","59","POINT(-97.1 35.3)"
"2018-02-24","59","POINT(-96.9 35.3)"
"2018-02-24","40","POINT(-96.8 35.3)"
"2018-02-24","48","POINT(-96.7 35.3)"
"2018-02-24","129","POINT(-96.6 35.3)"
"2018-02-24","206","POINT(-96.5 35.3)"
"2018-02-24","48","POINT(-96.4 35.3)"
"2018-02-24","32","POINT(-96.2 35.3)"
"2018-02-24","29","POINT(-95.9 35.3)"
"2018-02-24","138","POINT(-95.8 35.3)"
"2018-02-24","110","POINT(-95.7 35.3)"
"2018-02-24","76","POINT(-95.6 35.3)"
"2018-02-24","38","POINT(-95.5 35.3)"
"2018-02-24","79","POINT(-95.4 35.3)"
"2018-02-24","54","POINT(-95.3 35.3)"
"2018-02-24","100","POINT(-95.2 35.3)"
"2018-02-24","94","POINT(-95.1 35.3)"
"2018-02-24","89","POINT(-94.9 35.3)"
"2018-02-24","29","POINT(-96.1 35.2)"
"2018-02-24","149","POINT(-95.9 35.2)"
"2018-02-24","154","POINT(-95.8 35.2)"
"2018-02-24","78","POINT(-95.7 35.2)"
"2018-02-24","69","POINT(-95.6 35.2)"
"2018-02-24","99","POINT(-95.5 35.2)"
"2018-02-24","35","POINT(-95.4 35.2)"
"2018-02-24","113","POINT(-95.3 35.2)"
"2018-02-24","86","POINT(-95.2 35.2)"
"2018-02-24","41","POINT(-95.1 35.2)"
"2018-02-24","97","POINT(-94.9 35.2)"
"2018-02-24","40","POINT(-94.8 35.2)"
"2018-02-24","79","POINT(-94.7 35.2)"
"2018-02-24","61","POINT(-94.6 35.2)"
"2018-02-24","45","POINT(-94.5 35.2)"
"2018-02-24","37","POINT(-94.4 35.2)"
"2018-02-24","67","POINT(-94.3 35.2)"
"2018-02-24","43","POINT(-94.2 35.2)"
"2018-02-24","40","POINT(-94.1 35.2)"
"2018-02-24","39","POINT(-93.9 35.2)"
"2018-02-24","34","POINT(-93.8 35.2)"
"2018-02-24","29","POINT(-93.4 35.2)"
"2018-02-25","26","POINT(-88 38.2)"
"2018-02-25","34","POINT(-87.7 38.2)"
"2018-02-25","44","POINT(-87.6 38.2)"
"2018-02-25","79","POINT(-87.5 38.2)"
"2018-02-25","26","POINT(-87.4 38.2)"
"2018-02-25","39","POINT(-87.3 38.2)"
"2018-02-25","38","POINT(-87.1 38.2)"
"2018-02-25","32","POINT(-86.2 38.2)"
"2018-02-25","32","POINT(-85.4 38.2)"
"2018-02-25","35","POINT(-87 38.3)"
"2018-02-25","53","POINT(-87.4 38.3)"
"2018-02-25","34","POINT(-87.1 38.3)"
"2018-02-25","25","POINT(-87 38.4)"
"2018-02-25","23","POINT(-86.9 38.4)"
"2018-02-25","26","POINT(-99 30)"
"2018-02-25","244","POINT(-97 30)"
"2018-02-25","82","POINT(-96 30)"
"2018-02-25","85","POINT(-95 30)"
"2018-02-25","36","POINT(-98.9 30)"
"2018-02-25","34","POINT(-98.8 30)"
"2018-02-25","113","POINT(-97.2 30)"
"2018-02-25","512","POINT(-97.1 30)"
"2018-02-25","127","POINT(-96.9 30)"
"2018-02-25","131","POINT(-96.8 30)"
"2018-02-25","253","POINT(-96.7 30)"
"2018-02-25","684","POINT(-96.6 30)"
"2018-02-25","681","POINT(-96.5 30)"
"2018-02-25","226","POINT(-96.4 30)"
"2018-02-25","159","POINT(-96.3 30)"
"2018-02-25","139","POINT(-96.2 30)"
"2018-02-25","121","POINT(-96.1 30)"
"2018-02-25","26","POINT(-95.8 30)"
"2018-02-25","45","POINT(-95.7 30)"
"2018-02-25","69","POINT(-95.6 30)"
"2018-02-25","48","POINT(-95.5 30)"
"2018-02-25","41","POINT(-95.3 30)"
"2018-02-25","68","POINT(-95.2 30)"
"2018-02-25","71","POINT(-95.1 30)"
"2018-02-25","155","POINT(-94.9 30)"
"2018-02-25","67","POINT(-94.8 30)"
"2018-02-25","1741","POINT(-98 29)"
"2018-02-25","37","POINT(-98.8 29)"
"2018-02-25","353","POINT(-98.7 29)"
"2018-02-25","780","POINT(-98.6 29)"
"2018-02-25","791","POINT(-98.5 29)"
"2018-02-25","1056","POINT(-98.4 29)"
"2018-02-25","1283","POINT(-98.3 29)"
"2018-02-25","1436","POINT(-98.2 29)"
"2018-02-25","1220","POINT(-98.1 29)"
"2018-02-25","1183","POINT(-97.9 29)"
"2018-02-25","575","POINT(-97.8 29)"
"2018-02-25","243","POINT(-97.7 29)"
"2018-02-25","67","POINT(-97.6 29)"
"2018-02-25","39","POINT(-96.8 29)"
"2018-02-25","156","POINT(-96.7 29)"
"2018-02-25","169","POINT(-96.6 29)"
"2018-02-25","96","POINT(-96.5 29)"
"2018-02-25","71","POINT(-96.4 29)"
"2018-02-25","71","POINT(-96 31)"
"2018-02-25","52","POINT(-95 31)"
"2018-02-25","53","POINT(-94 31)"
"2018-02-25","42","POINT(-97.2 31)"
"2018-02-25","43","POINT(-97.1 31)"
"2018-02-25","60","POINT(-96.9 31)"
"2018-02-25","25","POINT(-96.8 31)"
"2018-02-25","72","POINT(-96.6 31)"
"2018-02-25","47","POINT(-96.5 31)"
"2018-02-25","28","POINT(-96.3 31)"
"2018-02-25","44","POINT(-96.2 31)"
"2018-02-25","146","POINT(-95.9 31)"
"2018-02-25","121","POINT(-95.8 31)"
"2018-02-25","109","POINT(-95.7 31)"
"2018-02-25","31","POINT(-95.6 31)"
"2018-02-25","59","POINT(-95.4 31)"
"2018-02-25","39","POINT(-95.3 31)"
"2018-02-25","49","POINT(-95.2 31)"
"2018-02-25","72","POINT(-95.1 31)"
"2018-02-25","31","POINT(-94.8 31)"
"2018-02-25","43","POINT(-94.6 31)"
"2018-02-25","132","POINT(-94.5 31)"
"2018-02-25","142","POINT(-94.4 31)"
"2018-02-25","36","POINT(-94.3 31)"
"2018-02-25","43","POINT(-94.2 31)"
"2018-02-25","92","POINT(-94.1 31)"
"2018-02-25","43","POINT(-93.9 31)"
"2018-02-25","49","POINT(-93.7 31)"
"2018-02-25","38","POINT(-93.6 31)"
"2018-02-25","37","POINT(-90.9 35)"
"2018-02-25","28","POINT(-90.8 35)"
"2018-02-25","33","POINT(-90.5 35)"
"2018-02-25","34","POINT(-89 36)"
"2018-02-25","25","POINT(-89.2 36)"
"2018-02-25","43","POINT(-89.1 36)"
"2018-02-25","66","POINT(-89.7 37)"
"2018-02-25","76","POINT(-89.6 37)"
"2018-02-25","52","POINT(-94.7 30)"
"2018-02-25","32","POINT(-88.3 38)"
"2018-02-25","34","POINT(-87.5 38)"
"2018-02-25","31","POINT(-88.7 37)"
"2018-02-25","49","POINT(-99.7 28.6)"
"2018-02-25","116","POINT(-99.6 28.6)"
"2018-02-25","51","POINT(-99.5 28.6)"
"2018-02-25","134","POINT(-99.4 28.6)"
"2018-02-25","58","POINT(-99.3 28.6)"
"2018-02-25","42","POINT(-99.2 28.6)"
"2018-02-25","35","POINT(-98.1 28.6)"
"2018-02-25","345","POINT(-99 28.7)"
"2018-02-25","32","POINT(-98 28.7)"
"2018-02-25","94","POINT(-99.6 28.7)"
"2018-02-25","271","POINT(-98.6 28.8)"
"2018-02-25","330","POINT(-98.5 28.8)"
"2018-02-25","88","POINT(-98.4 28.8)"
"2018-02-25","32","POINT(-98.3 28.8)"
"2018-02-25","46","POINT(-97.9 28.8)"
"2018-02-25","41","POINT(-96.8 28.8)"
"2018-02-25","133","POINT(-99 28.9)"
"2018-02-25","198","POINT(-98 28.9)"
"2018-02-25","50","POINT(-99.2 28.9)"
"2018-02-25","120","POINT(-99.1 28.9)"
"2018-02-25","197","POINT(-98.9 28.9)"
"2018-02-25","725","POINT(-98.8 28.9)"
"2018-02-25","1833","POINT(-98.7 28.9)"
"2018-02-25","1655","POINT(-98.6 28.9)"
"2018-02-25","1277","POINT(-98.5 28.9)"
"2018-02-25","1383","POINT(-98.4 28.9)"
"2018-02-25","703","POINT(-98.3 28.9)"
"2018-02-25","462","POINT(-98.2 28.9)"
"2018-02-25","405","POINT(-98.1 28.9)"
"2018-02-25","62","POINT(-97.9 28.9)"
"2018-02-25","94","POINT(-97.8 28.9)"
"2018-02-25","59","POINT(-96.9 28.9)"
"2018-02-25","149","POINT(-96.4 29.1)"
"2018-02-25","254","POINT(-96.3 29.1)"
"2018-02-25","56","POINT(-96.2 29.1)"
"2018-02-25","95","POINT(-98 29.2)"
"2018-02-25","132","POINT(-97 29.2)"
"2018-02-25","44","POINT(-99.4 29.2)"
"2018-02-25","47","POINT(-99.3 29.2)"
"2018-02-25","49","POINT(-98.3 29.2)"
"2018-02-25","100","POINT(-98.2 29.2)"
"2018-02-25","137","POINT(-98.1 29.2)"
"2018-02-25","130","POINT(-97.9 29.2)"
"2018-02-25","219","POINT(-97.8 29.2)"
"2018-02-25","199","POINT(-97.7 29.2)"
"2018-02-25","177","POINT(-97.6 29.2)"
"2018-02-25","231","POINT(-97.5 29.2)"
"2018-02-25","214","POINT(-97.4 29.2)"
"2018-02-25","93","POINT(-97.3 29.2)"
"2018-02-25","105","POINT(-97.2 29.2)"
"2018-02-25","78","POINT(-97.1 29.2)"
"2018-02-25","77","POINT(-96.9 29.2)"
"2018-02-25","143","POINT(-96.3 29.2)"
"2018-02-25","204","POINT(-96.2 29.2)"
"2018-02-25","197","POINT(-96.1 29.2)"
"2018-02-25","89","POINT(-98 29.3)"
"2018-02-25","215","POINT(-99.5 28.7)"
"2018-02-25","704","POINT(-99.4 28.7)"
"2018-02-25","675","POINT(-99.3 28.7)"
"2018-02-25","546","POINT(-99.2 28.7)"
"2018-02-25","407","POINT(-99.1 28.7)"
"2018-02-25","161","POINT(-98.9 28.7)"
"2018-02-25","52","POINT(-98.8 28.7)"
"2018-02-25","42","POINT(-98.6 28.7)"
"2018-02-25","289","POINT(-99 28.8)"
"2018-02-25","178","POINT(-99.4 28.8)"
"2018-02-25","451","POINT(-99.3 28.8)"
"2018-02-25","719","POINT(-99.2 28.8)"
"2018-02-25","443","POINT(-99.1 28.8)"
"2018-02-25","243","POINT(-98.9 28.8)"
"2018-02-25","562","POINT(-98.8 28.8)"
"2018-02-25","658","POINT(-98.7 28.8)"
"2018-02-25","330","POINT(-98 29.4)"
"2018-02-25","100","POINT(-97 29.4)"
"2018-02-25","115","POINT(-99.3 29.4)"
"2018-02-25","31","POINT(-99.2 29.4)"
"2018-02-25","52","POINT(-98.2 29.4)"
"2018-02-25","59","POINT(-98.1 29.4)"
"2018-02-25","151","POINT(-97.9 29.4)"
"2018-02-25","35","POINT(-97.6 29.4)"
"2018-02-25","91","POINT(-97.5 29.4)"
"2018-02-25","55","POINT(-97.4 29.4)"
"2018-02-25","77","POINT(-97.3 29.4)"
"2018-02-25","164","POINT(-97.2 29.4)"
"2018-02-25","142","POINT(-97.1 29.4)"
"2018-02-25","25","POINT(-96.7 29.4)"
"2018-02-25","43","POINT(-96.6 29.4)"
"2018-02-25","40","POINT(-96.5 29.4)"
"2018-02-25","70","POINT(-96.4 29.4)"
"2018-02-25","60","POINT(-96.3 29.4)"
"2018-02-25","59","POINT(-96.2 29.4)"
"2018-02-25","38","POINT(-96.1 29.4)"
"2018-02-25","162","POINT(-95.9 29.4)"
"2018-02-25","185","POINT(-95.8 29.4)"
"2018-02-25","67","POINT(-98 29.5)"
"2018-02-25","40","POINT(-96.8 28.9)"
"2018-02-25","99","POINT(-96.7 28.9)"
"2018-02-25","469","POINT(-98 29.1)"
"2018-02-25","36","POINT(-99.4 29.1)"
"2018-02-25","40","POINT(-98.6 29.1)"
"2018-02-25","159","POINT(-98.5 29.1)"
"2018-02-25","208","POINT(-98.4 29.1)"
"2018-02-25","391","POINT(-98.3 29.1)"
"2018-02-25","519","POINT(-98.2 29.1)"
"2018-02-25","450","POINT(-98.1 29.1)"
"2018-02-25","825","POINT(-97.9 29.1)"
"2018-02-25","577","POINT(-97.8 29.1)"
"2018-02-25","404","POINT(-97.7 29.1)"
"2018-02-25","379","POINT(-97.6 29.1)"
"2018-02-25","141","POINT(-97.5 29.1)"
"2018-02-25","36","POINT(-97.4 29.1)"
"2018-02-25","32","POINT(-96.6 29.1)"
"2018-02-25","68","POINT(-96.5 29.1)"
"2018-02-25","68","POINT(-96.2 29.5)"
"2018-02-25","28","POINT(-96.1 29.5)"
"2018-02-25","94","POINT(-98 29.6)"
"2018-02-25","25","POINT(-97 29.6)"
"2018-02-25","74","POINT(-96 29.6)"
"2018-02-25","93","POINT(-99.2 29.6)"
"2018-02-25","67","POINT(-97 29.5)"
"2018-02-25","82","POINT(-99.3 29.5)"
"2018-02-25","65","POINT(-99.2 29.5)"
"2018-02-25","73","POINT(-98.2 29.5)"
"2018-02-25","71","POINT(-98.1 29.5)"
"2018-02-25","222","POINT(-97.9 29.5)"
"2018-02-25","200","POINT(-97.8 29.5)"
"2018-02-25","33","POINT(-97.5 29.5)"
"2018-02-25","23","POINT(-97.4 29.5)"
"2018-02-25","36","POINT(-97.3 29.5)"
"2018-02-25","115","POINT(-97.2 29.5)"
"2018-02-25","128","POINT(-97.1 29.5)"
"2018-02-25","97","POINT(-96.9 29.5)"
"2018-02-25","64","POINT(-96.8 29.5)"
"2018-02-25","38","POINT(-96.5 29.5)"
"2018-02-25","45","POINT(-97 29.3)"
"2018-02-25","230","POINT(-96 29.3)"
"2018-02-25","74","POINT(-99.4 29.3)"
"2018-02-25","105","POINT(-99.3 29.3)"
"2018-02-25","31","POINT(-98.2 29.3)"
"2018-02-25","219","POINT(-98.1 29.3)"
"2018-02-25","31","POINT(-97.9 29.3)"
"2018-02-25","23","POINT(-97.8 29.3)"
"2018-02-25","114","POINT(-97.7 29.3)"
"2018-02-25","85","POINT(-97.6 29.3)"
"2018-02-25","107","POINT(-97.5 29.3)"
"2018-02-25","78","POINT(-97.4 29.3)"
"2018-02-25","322","POINT(-97.3 29.3)"
"2018-02-25","162","POINT(-97.2 29.3)"
"2018-02-25","76","POINT(-97.1 29.3)"
"2018-02-25","140","POINT(-96.9 29.3)"
"2018-02-25","103","POINT(-96.8 29.3)"
"2018-02-25","50","POINT(-96.7 29.3)"
"2018-02-25","121","POINT(-96.6 29.3)"
"2018-02-25","41","POINT(-96.5 29.3)"
"2018-02-25","49","POINT(-96.4 29.3)"
"2018-02-25","76","POINT(-96.3 29.3)"
"2018-02-25","61","POINT(-96.2 29.3)"
"2018-02-25","78","POINT(-96.1 29.3)"
"2018-02-25","221","POINT(-95.9 29.3)"
"2018-02-25","40","POINT(-98.1 29.6)"
"2018-02-25","109","POINT(-97.9 29.6)"
"2018-02-25","93","POINT(-97.8 29.6)"
"2018-02-25","259","POINT(-97.7 29.6)"
"2018-02-25","69","POINT(-97.6 29.6)"
"2018-02-25","208","POINT(-97.5 29.6)"
"2018-02-25","166","POINT(-97.4 29.6)"
"2018-02-25","48","POINT(-97.2 29.6)"
"2018-02-25","51","POINT(-97.1 29.6)"
"2018-02-25","71","POINT(-96.9 29.6)"
"2018-02-25","161","POINT(-96.8 29.6)"
"2018-02-25","99","POINT(-96.7 29.6)"
"2018-02-25","35","POINT(-96.5 29.6)"
"2018-02-25","125","POINT(-96.4 29.6)"
"2018-02-25","77","POINT(-96.3 29.6)"
"2018-02-25","33","POINT(-96.2 29.6)"
"2018-02-25","50","POINT(-96.1 29.6)"
"2018-02-25","28","POINT(-95.9 29.6)"
"2018-02-25","34","POINT(-98 29.7)"
"2018-02-25","31","POINT(-97 29.7)"
"2018-02-25","84","POINT(-96 29.7)"
"2018-02-25","68","POINT(-99.2 29.7)"
"2018-02-25","40","POINT(-99.1 29.7)"
"2018-02-25","343","POINT(-97.9 29.7)"
"2018-02-25","566","POINT(-97.8 29.7)"
"2018-02-25","372","POINT(-97.7 29.7)"
"2018-02-25","319","POINT(-97.6 29.7)"
"2018-02-25","331","POINT(-97.5 29.7)"
"2018-02-25","467","POINT(-97.4 29.7)"
"2018-02-25","397","POINT(-97.3 29.7)"
"2018-02-25","92","POINT(-97.2 29.7)"
"2018-02-25","53","POINT(-97.1 29.7)"
"2018-02-25","39","POINT(-96.9 29.7)"
"2018-02-25","130","POINT(-96.8 29.7)"
"2018-02-25","183","POINT(-96.7 29.7)"
"2018-02-25","159","POINT(-96.6 29.7)"
"2018-02-25","64","POINT(-96.4 29.7)"
"2018-02-25","137","POINT(-96.3 29.7)"
"2018-02-25","53","POINT(-96.2 29.7)"
"2018-02-25","63","POINT(-96.1 29.7)"
"2018-02-25","194","POINT(-95.9 29.7)"
"2018-02-25","71","POINT(-95.8 29.7)"
"2018-02-25","26","POINT(-95.6 29.7)"
"2018-02-25","93","POINT(-97 29.8)"
"2018-02-25","54","POINT(-96 29.8)"
"2018-02-25","50","POINT(-99.1 29.8)"
"2018-02-25","40","POINT(-97.9 29.8)"
"2018-02-25","135","POINT(-97.8 29.8)"
"2018-02-25","464","POINT(-97.7 29.8)"
"2018-02-25","496","POINT(-97.6 29.8)"
"2018-02-25","433","POINT(-97.5 29.8)"
"2018-02-25","324","POINT(-97.4 29.8)"
"2018-02-25","323","POINT(-97.3 29.8)"
"2018-02-25","313","POINT(-97.2 29.8)"
"2018-02-25","139","POINT(-97.1 29.8)"
"2018-02-25","110","POINT(-96.9 29.8)"
"2018-02-25","143","POINT(-96.8 29.8)"
"2018-02-25","135","POINT(-96.7 29.8)"
"2018-02-25","430","POINT(-96.6 29.8)"
"2018-02-25","198","POINT(-96.5 29.8)"
"2018-02-25","62","POINT(-96.4 29.8)"
"2018-02-25","47","POINT(-96.3 29.8)"
"2018-02-25","114","POINT(-96.2 29.8)"
"2018-02-25","42","POINT(-96.1 29.8)"
"2018-02-25","165","POINT(-95.9 29.8)"
"2018-02-25","410","POINT(-95.8 29.8)"
"2018-02-25","89","POINT(-95.7 29.8)"
"2018-02-25","23","POINT(-95.6 29.8)"
"2018-02-25","44","POINT(-95.5 29.8)"
"2018-02-25","92","POINT(-95.4 29.8)"
"2018-02-25","55","POINT(-95.3 29.8)"
"2018-02-25","218","POINT(-97 29.9)"
"2018-02-25","25","POINT(-97.7 29.9)"
"2018-02-25","106","POINT(-97.6 29.9)"
"2018-02-25","133","POINT(-97.5 29.9)"
"2018-02-25","155","POINT(-97.4 29.9)"
"2018-02-25","175","POINT(-97.3 29.9)"
"2018-02-25","419","POINT(-97.2 29.9)"
"2018-02-25","346","POINT(-97.1 29.9)"
"2018-02-25","121","POINT(-96.9 29.9)"
"2018-02-25","129","POINT(-96.8 29.9)"
"2018-02-25","593","POINT(-96.7 29.9)"
"2018-02-25","423","POINT(-96.6 29.9)"
"2018-02-25","378","POINT(-96.5 29.9)"
"2018-02-25","188","POINT(-96.4 29.9)"
"2018-02-25","113","POINT(-96.3 29.9)"
"2018-02-25","74","POINT(-96.2 29.9)"
"2018-02-25","126","POINT(-96.1 29.9)"
"2018-02-25","54","POINT(-95.8 29.9)"
"2018-02-25","261","POINT(-95.7 29.9)"
"2018-02-25","171","POINT(-95.6 29.9)"
"2018-02-25","102","POINT(-95.4 29.9)"
"2018-02-25","124","POINT(-95.3 29.9)"
"2018-02-25","92","POINT(-95.2 29.9)"
"2018-02-25","25","POINT(-95.1 29.9)"
"2018-02-25","451","POINT(-97 30.1)"
"2018-02-25","155","POINT(-96 30.1)"
"2018-02-25","41","POINT(-95 30.1)"
"2018-02-25","88","POINT(-98.8 30.1)"
"2018-02-25","65","POINT(-98.7 30.1)"
"2018-02-25","25","POINT(-97.3 30.1)"
"2018-02-25","79","POINT(-97.1 30.1)"
"2018-02-25","428","POINT(-96.9 30.1)"
"2018-02-25","443","POINT(-96.8 30.1)"
"2018-02-25","119","POINT(-96.7 30.1)"
"2018-02-25","248","POINT(-96.6 30.1)"
"2018-02-25","633","POINT(-96.5 30.1)"
"2018-02-25","691","POINT(-96.4 30.1)"
"2018-02-25","256","POINT(-96.3 30.1)"
"2018-02-25","112","POINT(-96.2 30.1)"
"2018-02-25","106","POINT(-96.1 30.1)"
"2018-02-25","107","POINT(-95.9 30.1)"
"2018-02-25","37","POINT(-95.8 30.1)"
"2018-02-25","26","POINT(-95.7 30.1)"
"2018-02-25","40","POINT(-95.6 30.1)"
"2018-02-25","84","POINT(-95.5 30.1)"
"2018-02-25","54","POINT(-95.4 30.1)"
"2018-02-25","25","POINT(-95.1 30.1)"
"2018-02-25","109","POINT(-94.9 30.1)"
"2018-02-25","68","POINT(-94.8 30.1)"
"2018-02-25","43","POINT(-94.7 30.1)"
"2018-02-25","46","POINT(-94.6 30.1)"
"2018-02-25","29","POINT(-97 30.2)"
"2018-02-25","134","POINT(-96 30.2)"
"2018-02-25","49","POINT(-95 30.2)"
"2018-02-25","48","POINT(-98.8 30.2)"
"2018-02-25","71","POINT(-98.7 30.2)"
"2018-02-25","40","POINT(-98.6 30.2)"
"2018-02-25","23","POINT(-97.3 30.2)"
"2018-02-25","230","POINT(-96.9 30.2)"
"2018-02-25","566","POINT(-96.8 30.2)"
"2018-02-25","660","POINT(-96.7 30.2)"
"2018-02-25","266","POINT(-96.6 30.2)"
"2018-02-25","215","POINT(-96.5 30.2)"
"2018-02-25","338","POINT(-96.4 30.2)"
"2018-02-25","476","POINT(-96.3 30.2)"
"2018-02-25","406","POINT(-96.2 30.2)"
"2018-02-25","214","POINT(-96.1 30.2)"
"2018-02-25","188","POINT(-95.9 30.2)"
"2018-02-25","214","POINT(-95.8 30.2)"
"2018-02-25","71","POINT(-95.7 30.2)"
"2018-02-25","61","POINT(-95.6 30.2)"
"2018-02-25","57","POINT(-95.5 30.2)"
"2018-02-25","127","POINT(-95.4 30.2)"
"2018-02-25","102","POINT(-95.3 30.2)"
"2018-02-25","69","POINT(-95.2 30.2)"
"2018-02-25","52","POINT(-94.9 30.2)"
"2018-02-25","105","POINT(-94.8 30.2)"
"2018-02-25","36","POINT(-94.7 30.2)"
"2018-02-25","61","POINT(-94.6 30.2)"
"2018-02-25","482","POINT(-96 30.3)"
"2018-02-25","49","POINT(-95 30.3)"
"2018-02-25","62","POINT(-98.6 30.3)"
"2018-02-25","82","POINT(-98.5 30.3)"
"2018-02-25","45","POINT(-98.2 30.3)"
"2018-02-25","29","POINT(-97.4 30.3)"
"2018-02-25","56","POINT(-97.3 30.3)"
"2018-02-25","58","POINT(-97.2 30.3)"
"2018-02-25","36","POINT(-97.1 30.3)"
"2018-02-25","85","POINT(-96.8 30.3)"
"2018-02-25","412","POINT(-96.7 30.3)"
"2018-02-25","486","POINT(-96.6 30.3)"
"2018-02-25","293","POINT(-96.5 30.3)"
"2018-02-25","232","POINT(-96.4 30.3)"
"2018-02-25","307","POINT(-96.3 30.3)"
"2018-02-25","547","POINT(-96.2 30.3)"
"2018-02-25","399","POINT(-96.1 30.3)"
"2018-02-25","240","POINT(-95.9 30.3)"
"2018-02-25","318","POINT(-95.8 30.3)"
"2018-02-25","281","POINT(-95.7 30.3)"
"2018-02-25","93","POINT(-95.6 30.3)"
"2018-02-25","73","POINT(-95.5 30.3)"
"2018-02-25","64","POINT(-95.4 30.3)"
"2018-02-25","73","POINT(-95.3 30.3)"
"2018-02-25","108","POINT(-95.2 30.3)"
"2018-02-25","67","POINT(-95.1 30.3)"
"2018-02-25","56","POINT(-94.9 30.3)"
"2018-02-25","49","POINT(-94.8 30.3)"
"2018-02-25","80","POINT(-97.8 30.6)"
"2018-02-25","54","POINT(-98.1 30.4)"
"2018-02-25","38","POINT(-97.9 30.4)"
"2018-02-25","35","POINT(-97.3 30.4)"
"2018-02-25","33","POINT(-97.2 30.4)"
"2018-02-25","55","POINT(-97.1 30.4)"
"2018-02-25","136","POINT(-96.6 30.4)"
"2018-02-25","469","POINT(-96.5 30.4)"
"2018-02-25","544","POINT(-96.4 30.4)"
"2018-02-25","470","POINT(-96.3 30.4)"
"2018-02-25","247","POINT(-96.2 30.4)"
"2018-02-25","284","POINT(-96.1 30.4)"
"2018-02-25","474","POINT(-95.9 30.4)"
"2018-02-25","601","POINT(-95.8 30.4)"
"2018-02-25","370","POINT(-95.7 30.4)"
"2018-02-25","228","POINT(-95.6 30.4)"
"2018-02-25","105","POINT(-95.5 30.4)"
"2018-02-25","76","POINT(-95.4 30.4)"
"2018-02-25","51","POINT(-95.3 30.4)"
"2018-02-25","72","POINT(-95.2 30.4)"
"2018-02-25","155","POINT(-95.1 30.4)"
"2018-02-25","75","POINT(-94.9 30.4)"
"2018-02-25","58","POINT(-94.8 30.4)"
"2018-02-25","31","POINT(-94.5 30.4)"
"2018-02-25","23","POINT(-94.1 30.4)"
"2018-02-25","43","POINT(-94.6 30.3)"
"2018-02-25","35","POINT(-98 30.4)"
"2018-02-25","79","POINT(-97 30.4)"
"2018-02-25","307","POINT(-96 30.4)"
"2018-02-25","159","POINT(-95 30.4)"
"2018-02-25","37","POINT(-98.2 30.4)"
"2018-02-25","159","POINT(-96.6 30.7)"
"2018-02-25","154","POINT(-96.5 30.7)"
"2018-02-25","71","POINT(-96.4 30.7)"
"2018-02-25","39","POINT(-96.3 30.7)"
"2018-02-25","71","POINT(-96.2 30.7)"
"2018-02-25","88","POINT(-96.1 30.7)"
"2018-02-25","51","POINT(-98 30.5)"
"2018-02-25","160","POINT(-96 30.5)"
"2018-02-25","204","POINT(-95 30.5)"
"2018-02-25","45","POINT(-94 30.5)"
"2018-02-25","26","POINT(-98.1 30.5)"
"2018-02-25","55","POINT(-97.9 30.5)"
"2018-02-25","26","POINT(-97.7 30.5)"
"2018-02-25","33","POINT(-97.2 30.5)"
"2018-02-25","76","POINT(-96.9 30.5)"
"2018-02-25","76","POINT(-96.8 30.5)"
"2018-02-25","94","POINT(-96.5 30.5)"
"2018-02-25","235","POINT(-96.4 30.5)"
"2018-02-25","469","POINT(-96.3 30.5)"
"2018-02-25","313","POINT(-96.2 30.5)"
"2018-02-25","235","POINT(-96.1 30.5)"
"2018-02-25","120","POINT(-95.9 30.5)"
"2018-02-25","291","POINT(-95.8 30.5)"
"2018-02-25","352","POINT(-95.7 30.5)"
"2018-02-25","257","POINT(-95.6 30.5)"
"2018-02-25","135","POINT(-95.5 30.5)"
"2018-02-25","54","POINT(-95.4 30.5)"
"2018-02-25","46","POINT(-95.3 30.5)"
"2018-02-25","40","POINT(-95.1 30.5)"
